track_name,artist_name,danceability,energy,instrumentalness,liveness,genre_score,track_pop
Beggar's Song,780,0.446,0.456,0.0,0.0752,91.0,54
Go Easy,780,0.346,0.707,0.0,0.0811,91.0,55
Honeybee,1156,0.642,0.52,0.000509,0.552,449.0,67
Legacy - Stripped,780,0.48,0.374,0.0156,0.119,91.0,37
King Of The World,1288,0.596,0.903,3.57e-06,0.157,391.0,57
Nelsonwood Lane,780,0.328,0.249,0.00631,0.0948,91.0,47
I Found,69,0.567,0.303,0.00563,0.104,91.0,74
Blood Runs Red,780,0.258,0.814,0.0,0.0898,91.0,60
Silhouettes,276,0.478,0.76,0.0,0.093,348.0,60
The Mask,780,0.583,0.594,2.56e-06,0.0781,91.0,45
Tell It To My Heart,739,0.539,0.715,0.0,0.609,794.0,78
Feel Good,780,0.695,0.254,0.0,0.301,91.0,46
Lost in My Mind,1156,0.368,0.514,0.000192,0.286,449.0,63
Heavenly Side,508,0.442,0.748,0.0,0.0917,796.0,49
Simple Life,1288,0.705,0.617,0.0,0.105,391.0,44
Cliffy,780,0.724,0.457,1.36e-06,0.0856,91.0,46
Heaven is a Place,69,0.302,0.303,0.0034,0.139,91.0,42
Grave Digger,780,0.629,0.492,0.0,0.107,91.0,52
El Capitan,276,0.43,0.813,0.0679,0.113,348.0,35
Make It Back,1234,0.684,0.567,0.0315,0.11,0.0,35
Cherry Wine - Live,502,0.418,0.111,0.00342,0.0982,548.0,65
USERx,1234,0.717,0.748,0.000858,0.332,0.0,39
Winter Song,1156,0.544,0.232,0.00152,0.116,449.0,50
Waterman,1234,0.503,0.534,0.0,0.255,0.0,45
High,1288,0.646,0.85,7.21e-05,0.281,391.0,55
My Body Left My Soul (feat. Pusha T),1234,0.722,0.651,0.00212,0.104,0.0,42
Hide & Seek,69,0.33,0.452,7.36e-06,0.0518,91.0,47
Hymn for the Weekend,274,0.491,0.693,6.92e-06,0.325,575.0,83
"Never Seen Anything ""Quite Like You""",1182,0.317,0.464,1.27e-06,0.103,1022.0,59
Fun (feat. Tove Lo),274,0.485,0.735,7.49e-06,0.0853,575.0,57
Pumped Up Kicks,413,0.733,0.71,0.115,0.0956,221.0,84
Sparks,274,0.371,0.268,0.0517,0.104,575.0,84
What A Man Gotta Do,601,0.852,0.698,1.03e-06,0.0773,986.0,72
Let Somebody Go,274,0.592,0.342,0.00245,0.11,575.0,77
See You Soon,274,0.369,0.295,1.54e-05,0.107,575.0,62
Imagination,413,0.744,0.642,3.95e-05,0.279,221.0,71
Fix You,274,0.209,0.417,0.00196,0.113,575.0,81
Leave Before You Love Me (with Jonas Brothers),773,0.721,0.738,4.41e-06,0.118,1045.0,84
Yellow,274,0.429,0.661,0.000121,0.234,575.0,87
The Scientist,274,0.557,0.442,1.46e-05,0.11,575.0,83
You Were Loved (with OneRepublic) - Acoustic,460,0.677,0.455,0.0,0.108,1090.0,52
Dead Man Walking,1182,0.406,0.722,0.0,0.263,1022.0,48
Speed of Sound,274,0.514,0.898,0.0345,0.0746,575.0,70
Loyal Like Sid & Nancy,413,0.437,0.718,0.0529,0.0965,221.0,40
Everglow,274,0.534,0.445,0.0684,0.112,575.0,67
Goodnight and Goodbye,601,0.63,0.928,0.0,0.163,986.0,45
Clocks,274,0.577,0.749,0.0115,0.183,575.0,79
This Summer,772,0.54,0.766,0.0,0.641,538.0,58
When I Need A Friend,274,0.141,0.28,0.368,0.135,575.0,57
Apologize - feat. One Republic,1200,0.653,0.604,0.0,0.097,987.0,75
Adventure of a Lifetime,274,0.638,0.924,0.000175,0.149,575.0,77
Breakeven,1182,0.63,0.696,0.0,0.0835,1022.0,74
Every Teardrop Is a Waterfall - Live in Buenos Aires,274,0.397,0.943,0.0,0.981,575.0,50
Sit Next to Me - Stereotypes Remix,413,0.68,0.738,0.00036,0.37,221.0,55
White Shadows,274,0.491,0.783,0.0361,0.0951,575.0,52
Year 3000,601,0.659,0.857,1.93e-06,0.335,986.0,66
Magic,274,0.738,0.482,0.621,0.106,575.0,73
This Love,772,0.712,0.862,0.0,0.093,538.0,78
Sunshine,884,0.697,0.875,0.0,0.28,975.0,83
Biutyful,274,0.614,0.68,0.00056,0.118,575.0,62
Wonders,1182,0.599,0.67,0.0,0.181,1022.0,53
Shiver,274,0.396,0.803,0.0,0.0688,575.0,67
Call It What You Want,413,0.641,0.967,0.000276,0.442,221.0,61
Paradise,274,0.449,0.585,8.75e-05,0.0833,575.0,40
Rollercoaster,601,0.697,0.58,0.0,0.393,986.0,59
Green Eyes,274,0.607,0.405,6.7e-06,0.231,575.0,64
Je T'aime,1255,0.654,0.668,4.57e-05,0.105,766.0,42
Kabhi Kabhi Aditi,959,0.791,0.558,0.0,0.0859,438.0,70
"Agar Tum Saath Ho (From ""Tamasha"")",59,0.562,0.519,0.000268,0.172,797.0,69
Chaar Kadam,1046,0.388,0.532,0.0,0.167,766.0,54
Love You Like the Movies,98,0.678,0.58,0.0,0.066,19.0,56
Mann Mera,431,0.535,0.765,0.0,0.0921,766.0,53
Nachdi Phira,790,0.421,0.46,0.0,0.101,234.0,53
Befikar,1127,0.7,0.502,0.0,0.08,562.0,65
Raanjhanaa,12,0.673,0.714,0.0,0.0858,766.0,69
You & Me,540,0.714,0.686,7.76e-06,0.102,777.0,69
Sooraj Ki Baahon Mein,338,0.855,0.553,5.19e-06,0.0942,438.0,64
"Tum Hi Ho Bandhu (From ""Cocktail"")",840,0.714,0.892,0.000817,0.0462,766.0,68
Dekha Hazaro Dafaa,111,0.411,0.277,0.0,0.209,766.0,63
Girl of My Dreams,201,0.7,0.561,0.0,0.126,22.0,47
Rewrite The Stars,1292,0.684,0.619,0.0,0.122,199.0,73
Someone You Like,1154,0.779,0.464,0.0,0.112,127.0,52
Love You Zindagi,72,0.688,0.701,0.0301,0.271,766.0,63
Nazm Nazm,116,0.62,0.627,0.0,0.133,766.0,69
Choo Lo,1166,0.512,0.695,0.00815,0.146,584.0,65
Chedkhaniyaan,1053,0.771,0.659,0.0,0.102,766.0,59
Qaafirana,111,0.417,0.433,0.0,0.123,766.0,69
You Feel Like Home,493,0.568,0.672,0.000226,0.104,0.0,49
Ishq Wala Love,1255,0.711,0.295,4.51e-05,0.0782,766.0,68
Could This Be Love,1190,0.343,0.771,0.0,0.126,1076.0,54
Naina,1087,0.495,0.556,0.0,0.123,775.0,60
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")",303,0.537,0.604,0.0,0.322,565.0,52
Cherry Street,1160,0.681,0.508,0.0,0.0665,50.0,45
Baarishein,103,0.475,0.124,0.0,0.0972,387.0,70
Night Changes,883,0.672,0.52,0.0,0.115,705.0,85
Bandeya Rey Bandeya,111,0.445,0.615,0.0,0.116,766.0,53
"Bolna (From ""Kapoor & Sons (Since 1921)"")",1125,0.488,0.403,4.28e-06,0.434,562.0,62
Cristina,1042,0.411,0.508,0.0,0.123,43.0,63
Gilehriyaan,938,0.701,0.419,8.72e-05,0.0946,805.0,52
Bring Me the Night,1020,0.393,0.505,0.0,0.101,155.0,42
Dariya,116,0.581,0.424,0.0,0.101,766.0,68
Healing,875,0.663,0.692,0.000351,0.121,307.0,46
Challa,12,0.776,0.795,0.0,0.138,766.0,57
Better with You,678,0.732,0.712,0.0,0.0809,247.0,48
Tera Ghata,431,0.718,0.573,0.00533,0.0953,766.0,69
What Dreams Are Made Of,968,0.752,0.431,0.0,0.0969,0.0,42
Ring Pop,554,0.644,0.224,0.0,0.143,102.0,53
Love Story (Taylor’s Version),1131,0.627,0.792,3.97e-06,0.0845,538.0,74
Kaleidoscope,8,0.709,0.913,0.0,0.167,866.0,62
Boho Days,82,0.781,0.595,0.0,0.342,589.0,64
Somebody To You,1188,0.526,0.818,0.0,0.333,986.0,78
Be Okay,875,0.656,0.92,0.0,0.173,307.0,55
Lemon Drop,964,0.605,0.797,0.0,0.18,2.0,56
Best Song Ever,883,0.652,0.877,0.0,0.0789,705.0,77
"Don't Give Up On Me - (From ""Five Feet Apart"")",84,0.641,0.537,9.05e-06,0.115,1164.0,75
Tell The World,390,0.669,0.854,0.0,0.288,243.0,58
Clouds (with Sabrina Carpenter),405,0.589,0.634,0.000844,0.154,0.0,53
Better When I'm Dancin',789,0.756,0.789,0.000711,0.157,976.0,74
Without You,893,0.564,0.864,0.0,0.182,901.0,65
Lemonade,50,0.752,0.868,0.0,0.0832,2.0,37
Coming Home (Oregon),882,0.68,0.478,0.00363,0.113,2.0,34
Geronimo,1059,0.705,0.78,0.00152,0.115,1181.0,71
Cut to the Feeling,370,0.61,0.553,0.0,0.117,0.0,44
(It's Gonna Be) Okay,1176,0.693,0.765,0.000455,0.0589,3.0,44
Our Time,849,0.621,0.774,0.0,0.0589,0.0,36
Shooting Star,886,0.514,0.873,0.0,0.112,766.0,55
I Love You Will Still Sound The Same,875,0.607,0.737,0.0,0.119,307.0,58
Kids Again,122,0.737,0.535,0.0,0.117,24.0,54
Scarecrow,49,0.656,0.8,1.96e-06,0.0801,871.0,47
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,93,0.887,0.441,0.00667,0.0338,51.0,67
Will You Grow Old With Me,214,0.449,0.621,0.0,0.169,2.0,44
"Sugar, You",875,0.523,0.785,1.85e-06,0.174,307.0,54
You're Not Your Mistakes,636,0.759,0.793,0.0,0.226,2.0,39
I'll Be There,1261,0.695,0.68,0.0,0.326,120.0,54
Journey Song,102,0.657,0.652,0.0,0.238,814.0,56
Toast,1082,0.548,0.806,0.0,0.126,6.0,60
Main Bola Hey!,645,0.646,0.33,0.000384,0.123,18.0,52
Aisi Raaton,102,0.517,0.443,0.000141,0.0989,814.0,60
Aaoge Tum Kabhi,1166,0.534,0.863,0.0167,0.144,584.0,56
Baarish Ka Asar,1228,0.59,0.63,1.02e-05,0.15,17.0,58
Nit Nit,546,0.442,0.412,0.0237,0.15,784.0,65
When We Feel Young,1268,0.573,0.7,0.0187,0.117,60.0,50
O Sanam,727,0.76,0.555,0.213,0.0822,766.0,64
Tune Kaha,933,0.362,0.763,0.00481,0.237,413.0,56
Khudi,1166,0.646,0.8,0.000144,0.102,584.0,36
Pahadon Mein,1013,0.776,0.477,0.000184,0.105,18.0,56
Baaraat,980,0.678,0.449,0.0,0.536,422.0,67
Khoya,1297,0.609,0.539,0.00014,0.286,42.0,54
"Dil Beparvah - The Dewarists, Season 5",92,0.762,0.391,0.000521,0.112,284.0,55
intezaar,1294,0.638,0.489,0.0,0.0965,363.0,53
Pehli Baarish,42,0.584,0.342,0.0,0.18,3.0,50
"Pyaar Mein Tere (From ""Date with College Senior"")",124,0.7,0.422,0.0115,0.838,5.0,44
Tum Ho Yahaan,27,0.504,0.548,0.0,0.324,35.0,40
Aaya Na Tu,115,0.665,0.539,5.85e-06,0.121,621.0,67
Chalo Chalein,980,0.461,0.5,0.03,0.116,422.0,0
Aao Chalein,1122,0.705,0.639,0.0298,0.222,38.0,0
Sitaare,854,0.651,0.274,3.12e-05,0.12,792.0,40
Better Than It All,950,0.678,0.657,0.0,0.117,38.0,30
Dooba Dooba,1069,0.716,0.562,0.000133,0.0928,455.0,52
Noor,722,0.792,0.718,7.5e-05,0.301,52.0,51
Khwaab - Reprise,101,0.611,0.462,0.000126,0.0933,0.0,48
Urr Jaoon,1105,0.445,0.397,0.00507,0.344,225.0,37
Tere Bina,1300,0.664,0.618,2.57e-06,0.142,11.0,47
Give Me Some Sunshine,1113,0.671,0.615,6.6e-06,0.106,438.0,0
Badal Pe Paon Hai,1011,0.649,0.788,0.00232,0.0936,772.0,53
Behti Hawa Sa Tha Woh,1046,0.623,0.474,2.39e-05,0.0931,766.0,59
Jaane Nahin Denge Tujhe,1091,0.347,0.555,0.0,0.164,766.0,54
Mitwa,1053,0.63,0.63,1.26e-05,0.0934,766.0,64
Ajab Si,630,0.697,0.438,0.0,0.293,766.0,72
Maa,1052,0.392,0.256,9.46e-05,0.0462,766.0,55
Luka Chuppi,12,0.601,0.441,1.08e-06,0.0986,766.0,57
Bum Bum Bole,1046,0.818,0.768,0.0,0.68,766.0,50
Aal Izz Well,1091,0.788,0.873,0.0,0.182,766.0,53
Tum Mile,938,0.738,0.798,5.15e-06,0.31,805.0,65
Pretty Woman,1053,0.677,0.942,0.0132,0.0819,766.0,56
Tera Hone Laga Hoon,127,0.684,0.771,0.0,0.112,792.0,71
Taare Zameen Par,1052,0.567,0.383,0.0,0.0873,766.0,51
Kholo Kholo,955,0.539,0.313,1.65e-05,0.0935,204.0,53
Baatein Kuch Ankahee,938,0.658,0.537,2.88e-06,0.176,805.0,54
Jashn-E-Bahaaraa,12,0.7,0.343,0.0,0.0789,766.0,69
Tu Jaane Na,127,0.702,0.86,1.33e-06,0.133,792.0,70
Ajj Din Chadheya,951,0.585,0.688,6.7e-06,0.121,468.0,48
Woh Ladki Hai Kahan,1046,0.786,0.677,0.000104,0.0446,766.0,62
Deewana Hai Dekho,1024,0.776,0.792,1.96e-06,0.13,801.0,55
Kuch To Hua Hai,1053,0.674,0.661,2.03e-05,0.283,766.0,54
Aaoge Jab Tum,960,0.645,0.459,0.0,0.132,16.0,63
Main Agar Kahoon,1091,0.533,0.436,3.17e-06,0.46,766.0,64
Yun Hi Chala Chal,1235,0.822,0.687,0.0,0.0609,572.0,54
Roobaroo,12,0.675,0.582,5.56e-06,0.0854,766.0,58
In Dino,938,0.41,0.633,0.0,0.116,805.0,57
Kaise Mujhe,165,0.59,0.414,0.000522,0.146,825.0,60
Shukran Allah,1011,0.432,0.695,0.0014,0.274,772.0,63
Kal Ho Naa Ho,1053,0.532,0.529,0.000144,0.078,766.0,65
You Are My Soniya,1024,0.853,0.785,0.0,0.0589,801.0,57
Deewangi Deewangi,1046,0.725,0.918,5.13e-06,0.602,766.0,57
Such Keh Raha Hai,630,0.797,0.306,0.0,0.169,766.0,64
Aao Milo Chalo,938,0.504,0.787,0.0,0.323,805.0,60
Jaane Kyon Log Pyar,1235,0.607,0.526,0.00173,0.227,572.0,57
Tumhi Dekho Naa,1053,0.525,0.448,1.51e-05,0.107,766.0,59
Chak De India,1011,0.755,0.894,1.55e-05,0.141,772.0,53
Dhadak Dhadak,1051,0.76,0.807,0.0,0.11,302.0,44
Jab Se Tere Naina,814,0.599,0.653,0.0,0.144,766.0,62
Maahi Ve,1053,0.815,0.833,2e-05,0.33,766.0,61
Koi Kahe Kehta Rahe,1052,0.749,0.734,6.48e-06,0.108,766.0,56
Mera Jahan,35,0.513,0.295,0.00019,0.0854,802.0,44
Baatein Kuch Ankahee Si - Unplugged,938,0.71,0.229,0.0,0.114,805.0,48
Khwaja Mere Khwaja,12,0.565,0.55,0.0,0.132,766.0,56
Maula Mere Lele Meri Jaan,1011,0.636,0.41,0.000717,0.125,772.0,51
Yeh Tara Woh Tara,1235,0.751,0.438,0.0,0.103,572.0,41
Na Tum Jano Na Hum,727,0.515,0.519,0.000657,0.0566,766.0,45
Kabhi Alvida Naa Kehna,1053,0.365,0.407,0.00129,0.212,766.0,56
Dil Chahta Hai,1052,0.813,0.554,1.23e-06,0.0629,766.0,56
"Main Jahaan Rahoon (From ""Namastey London"")",951,0.584,0.556,2.9e-05,0.13,468.0,43
Beete Lamhein,630,0.257,0.583,0.000289,0.146,766.0,67
O Paalanhaare,12,0.461,0.336,0.0,0.294,766.0,51
O Meri Jaan,938,0.53,0.795,2.81e-05,0.157,805.0,57
Kaho Naa Pyar Hai - Happy,1235,0.655,0.857,0.0345,0.0454,572.0,0
Zara Zara,193,0.643,0.268,2.06e-06,0.316,218.0,58
Kal Ho Naa Ho - Sad,1053,0.585,0.467,0.000201,0.0878,766.0,49
Abhi Abhi,630,0.408,0.644,2.32e-06,0.0822,766.0,49
Alvida,938,0.287,0.654,7.3e-06,0.11,805.0,63
Radha Kaise Na Jale,12,0.729,0.505,0.0,0.0975,766.0,55
Yeh Ladka Hai Allah,552,0.646,0.908,1.57e-06,0.381,815.0,58
It's the Time to Disco,1053,0.902,0.772,0.000129,0.12,766.0,60
"Say ""Shava Shava""",24,0.665,0.908,0.0,0.0798,464.0,55
Ye Ishq Hai,938,0.823,0.638,2.09e-06,0.255,805.0,63
Dhoom Taana,1063,0.8,0.881,0.00011,0.0976,766.0,51
Jag Soona Soona Lage,951,0.563,0.71,0.0,0.105,468.0,56
Dil Ne Dil Ko Pukara-Babul Supriyo And Chorus,143,0.581,0.977,0.126,0.691,467.0,0
Lamha Lamha,25,0.495,0.402,0.0,0.128,792.0,47
Kaisi Hai Ye Rut,1093,0.564,0.612,1.12e-05,0.0915,209.0,49
Inn Lamhon Ke Daaman Mein,12,0.41,0.394,2.3e-06,0.104,766.0,54
Vande Mataram,1024,0.352,0.652,2.71e-06,0.0839,801.0,40
Chand Sitare,682,0.546,0.41,0.000495,0.577,792.0,0
Guzarish,553,0.595,0.624,0.0,0.114,782.0,62
Zara Sa,938,0.468,0.91,0.000304,0.271,805.0,72
Do Pal,745,0.247,0.556,0.000436,0.146,831.0,60
Yeh Jo Des Hai Tera,12,0.64,0.357,1.37e-05,0.127,766.0,47
Maula,55,0.634,0.652,0.000271,0.07,35.0,54
Rehnaa Hai Tere Dil Mein,1091,0.789,0.583,0.0,0.062,766.0,44
Kaise Mein Kahun Tujhse,630,0.613,0.108,0.0,0.0565,766.0,51
Teri Ore,938,0.484,0.797,0.0,0.267,805.0,44
Tu Bin Bataye,12,0.528,0.427,0.0188,0.0931,766.0,48
Main Yahaan Hoon,745,0.484,0.788,0.0132,0.0939,831.0,63
Kaho Naa Pyar Hai - Sad,1235,0.185,0.327,1.13e-06,0.295,572.0,0
Chup Chup Ke,1051,0.715,0.743,0.00217,0.0983,302.0,47
Dilko Tumse Pyar Hua,997,0.664,0.384,0.0,0.146,808.0,50
Dhol Yaara Dhol,1060,0.628,0.474,4.31e-05,0.0741,438.0,36
Bole Chudiyan,552,0.59,0.875,1.18e-05,0.164,815.0,63
Tu Hi Meri Shab Hai,630,0.568,0.726,0.000764,0.122,766.0,67
Ik Onkar,12,0.399,0.218,0.0,0.108,766.0,48
Nagada Nagada,938,0.757,0.942,0.00784,0.507,805.0,53
Tere Liye,745,0.525,0.46,0.00202,0.139,831.0,60
Kajra Re,1051,0.484,0.898,0.0,0.091,302.0,56
Suraj Hua Maddham,1024,0.633,0.691,0.000211,0.134,801.0,57
Kabhi Khushi Kabhie Gham,552,0.429,0.763,0.000199,0.127,815.0,54
Bheegi Bheegi,537,0.313,0.529,0.0,0.129,0.0,55
Soniye,630,0.615,0.76,3.95e-05,0.12,766.0,58
Nach Baliye,1051,0.691,0.916,0.0,0.121,302.0,45
Aisa Des Hai Mera,745,0.563,0.803,0.0,0.0735,831.0,48
If You Love Her,412,0.286,0.445,0.0,0.114,734.0,74
Keep Your Head Up Princess,97,0.689,0.143,0.0,0.109,640.0,66
What Am I,1271,0.614,0.647,0.0,0.104,986.0,66
"10,000 Hours (with Justin Bieber)",294,0.654,0.63,0.0,0.111,561.0,78
Better Days,884,0.626,0.726,0.0,0.304,975.0,64
Six Feet Apart,46,0.492,0.378,0.0,0.136,699.0,61
I GUESS I'M IN LOVE,272,0.422,0.34,1.77e-05,0.149,640.0,80
Paper Planes,371,0.529,0.351,0.0,0.0851,654.0,66
Peter Pan Was Right,97,0.661,0.517,0.0,0.116,640.0,72
Visiting Hours,364,0.471,0.396,0.0,0.0729,599.0,73
drivers license,880,0.585,0.436,1.31e-05,0.105,538.0,31
Till Forever Falls Apart,123,0.509,0.498,0.0,0.0674,688.0,70
IDK You Yet,52,0.629,0.306,0.0776,0.124,617.0,12
CHICKEN TENDIES,272,0.57,0.689,0.0,0.0819,640.0,73
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),1131,0.61,0.488,0.0,0.312,538.0,73
Run Through Walls,1182,0.337,0.66,0.0,0.744,1022.0,59
What Other People Say,1016,0.652,0.472,0.0,0.121,924.0,72
What A Time (feat. Niall Horan),614,0.516,0.467,0.0,0.0853,1104.0,82
I Don't Care - Acoustic,364,0.706,0.349,0.0,0.108,599.0,69
If the World Was Ending (feat. Julia Michaels),526,0.464,0.473,0.0,0.109,627.0,79
Moral of the Story (feat. Niall Horan),123,0.599,0.374,0.0,0.221,688.0,67
Incredible,540,0.556,0.589,0.0,0.147,777.0,65
This City,1016,0.605,0.377,0.0,0.0808,924.0,78
willow,1131,0.392,0.574,0.00179,0.145,538.0,77
Lean On Me,1025,0.799,0.419,0.0,0.203,76.0,66
Mad at Disney,1325,0.738,0.621,7.39e-06,0.692,83.0,73
The Joker And The Queen (feat. Taylor Swift),364,0.528,0.309,2.1e-06,0.282,599.0,78
"Hey Stupid, I Love You",526,0.758,0.594,5.32e-06,0.0798,627.0,66
Happy For You,730,0.673,0.639,0.0,0.164,553.0,61
i don't want to watch the world end with someone else,272,0.535,0.359,0.0,0.111,640.0,71
Walked Through Hell,97,0.508,0.404,0.0,0.104,640.0,68
Like No One Does,536,0.8,0.41,1.45e-06,0.107,773.0,63
First Times,364,0.587,0.267,0.0,0.121,599.0,73
Put A Little Love On Me,846,0.584,0.465,0.0,0.106,954.0,65
Oh My God,46,0.696,0.565,2.02e-06,0.121,699.0,0
Perfectly Imperfect,313,0.698,0.367,0.0,0.119,599.0,65
Heather,278,0.357,0.425,0.0,0.322,543.0,86
At My Worst,921,0.813,0.415,0.0,0.131,552.0,76
Easy On Me,33,0.604,0.366,0.0,0.133,615.0,87
I Should Probably Go To Bed,294,0.721,0.277,0.0,0.112,561.0,67
It'll Be Okay,1057,0.398,0.286,0.000146,0.0912,621.0,82
Butterflies,737,0.7,0.613,0.0,0.0887,1062.0,76
Happiest Year,556,0.501,0.167,0.0,0.111,629.0,34
GHOST TOWN,167,0.391,0.335,0.0,0.102,538.0,80
You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,1019,0.397,0.413,0.0,0.0835,897.0,70
Meant To Be,168,0.5,0.156,0.0,0.125,102.0,75
Lost,772,0.766,0.706,0.00028,0.064,538.0,76
Train Wreck,538,0.311,0.485,0.0,0.0726,616.0,79
traitor,880,0.38,0.339,0.0,0.12,538.0,89
It's Ok If You Forget Me,125,0.562,0.379,0.0,0.151,1177.0,68
"always, i'll care",566,0.784,0.278,0.000196,0.112,609.0,29
Birthday Cake,358,0.436,0.255,3.28e-05,0.106,88.0,80
Best Part of Me (feat. YEBBA),364,0.565,0.243,8.82e-06,0.285,599.0,65
Slow Dance (feat. Ava Max),17,0.692,0.443,0.0,0.06,1113.0,64
Her,95,0.567,0.395,0.0,0.106,1175.0,66
Love Like That,697,0.679,0.481,1.02e-05,0.284,907.0,0
Lover (Remix) [feat. Shawn Mendes],1131,0.448,0.603,0.0,0.0862,538.0,69
this is how you fall in love,566,0.52,0.204,2.53e-05,0.126,609.0,0
Remember That Night?,1027,0.679,0.61,9.51e-05,0.156,663.0,76
Grey,1271,0.298,0.295,0.0,0.111,986.0,66
if we never met,586,0.958,0.376,0.0,0.127,758.0,67
the author,733,0.354,0.264,0.0,0.11,177.0,43
Lose You To Love Me,1043,0.505,0.34,0.0,0.21,954.0,25
17,614,0.774,0.466,0.0,0.111,1104.0,64
Five More Minutes,601,0.836,0.304,0.0,0.0979,986.0,59
Good Without,805,0.616,0.576,0.0,0.375,999.0,70
This Love (Taylor’s Version),1131,0.47,0.494,0.0,0.0672,538.0,82
House With No Mirrors,1031,0.72,0.408,2.61e-06,0.0992,688.0,60
Astronomy,278,0.471,0.335,2.11e-05,0.297,543.0,77
I Quit Drinking,657,0.607,0.418,0.0,0.182,561.0,74
Be Kind (with Halsey),773,0.63,0.633,0.0,0.0541,1045.0,78
Takeaway (feat. Lennon Stella),1150,0.294,0.505,0.0,0.0977,1161.0,5
Lonely (with benny blanco),619,0.631,0.239,0.0,0.116,584.0,75
exile (feat. Bon Iver),1131,0.298,0.38,5.62e-05,0.11,538.0,78
Lovely,411,0.548,0.715,2.21e-06,0.218,758.0,61
Until We Meet Again,850,0.422,0.518,0.0,0.101,954.0,57
Stuck with U (with Justin Bieber),109,0.597,0.45,0.0,0.382,836.0,82
One Too Many,654,0.697,0.535,0.0,0.569,48.0,69
Wild Life,884,0.498,0.764,0.0104,0.156,975.0,59
Nothing,210,0.555,0.27,0.536,0.103,538.0,80
Slow Grenade,377,0.758,0.562,0.0,0.0996,1097.0,62
Share That Love (feat. G-Eazy),730,0.715,0.658,0.0,0.0742,553.0,67
colorblind,812,0.661,0.772,0.00015,0.119,702.0,0
Leaving My Love Behind,704,0.409,0.446,0.0,0.0862,599.0,66
What They'll Say About Us,397,0.535,0.314,0.00015,0.0874,690.0,2
Tattoos Together,697,0.862,0.4,7.49e-06,0.123,907.0,67
Angels Like You,804,0.672,0.642,0.0,0.1,954.0,60
Nobody's Love,772,0.486,0.567,0.0,0.0949,538.0,17
Black And White,846,0.443,0.582,0.0,0.127,954.0,73
Wonder,1057,0.442,0.631,2.29e-05,0.133,621.0,72
Lease On Life,84,0.704,0.701,0.0,0.126,1164.0,50
ME! (feat. Brendon Urie of Panic! At The Disco),1131,0.61,0.83,0.0,0.118,538.0,76
Hold On To Your Love,1261,0.559,0.717,0.0,0.278,120.0,43
Run,884,0.682,0.72,0.0,0.148,975.0,77
Fallin’ (Adrenaline),1271,0.606,0.9,0.0,0.075,986.0,65
When You're Gone,1057,0.603,0.691,0.0,0.583,621.0,86
Back To You,1043,0.6,0.683,1.26e-06,0.11,954.0,70
Last Call,544,0.636,0.528,0.0,0.326,9.0,66
Permission to Dance,140,0.702,0.741,0.0,0.337,15.0,21
Like 1999,1238,0.733,0.382,0.0,0.162,629.0,68
Rule The World,1190,0.592,0.719,0.0021,0.0874,1076.0,58
Walk Me Home,888,0.652,0.453,0.0,0.179,836.0,56
Chasing Stars (feat. James Bay),48,0.594,0.64,0.0,0.135,1136.0,74
Love Back,1271,0.611,0.744,0.0,0.176,986.0,69
Electric - Pokemon 25 Version,650,0.615,0.701,0.0,0.0471,954.0,66
All I Know So Far,888,0.578,0.639,0.0,0.0944,836.0,69
OK Not To Be OK,773,0.743,0.837,0.0,0.0743,1045.0,75
What About Us,888,0.386,0.594,3.19e-06,0.0873,836.0,57
Little Bit of Love,1207,0.689,0.706,0.0,0.105,760.0,70
Hero,402,0.735,0.689,0.0,0.0635,1079.0,63
I'll Never Not Love You,798,0.492,0.791,1.87e-05,0.11,65.0,62
Maniac,278,0.628,0.639,0.0,0.354,543.0,82
Sunroof,853,0.768,0.714,0.0,0.15,0.0,88
Hurt Somebody,860,0.627,0.562,0.0,0.252,718.0,0
Everybody Wants You,595,0.657,0.582,0.0,0.182,593.0,51
Never Really Over,650,0.77,0.882,0.0,0.316,954.0,73
North Star,1230,0.726,0.739,0.00927,0.138,3.0,51
No One Compares To You,527,0.703,0.748,0.0,0.0642,965.0,0
Damn It Feels Good To Be Me,84,0.706,0.777,0.0,0.462,1164.0,61
Summer of Love (Shawn Mendes & Tainy),1057,0.776,0.808,0.000127,0.103,621.0,82
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",622,0.666,0.83,0.0,0.191,836.0,78
"Let Me Go (with Alesso, Florida Georgia Line & watt)",473,0.664,0.708,0.0,0.0841,954.0,77
Sixteen,377,0.669,0.801,0.0,0.0594,1097.0,64
Drown (feat. Clinton Kane),775,0.573,0.739,0.0,0.175,1157.0,71
Bang!,18,0.74,0.517,0.0,0.0558,91.0,53
fingers crossed,1312,0.657,0.477,6.85e-06,0.149,0.0,63
Take My Hand,4,0.554,0.485,0.0,0.12,986.0,58
Oh shit…are we in love?,1238,0.697,0.515,1.81e-06,0.294,629.0,64
Polaroid,600,0.652,0.897,0.0,0.0722,1110.0,61
i'm so tired...,697,0.599,0.733,0.0,0.242,907.0,2
